datetime,city_code,district_code,district_name_ko,station_id,air_temp,wind_speed,humidity,solar_radiation,source_type,source_detail
2026-04-18T03:00:00,busan,2617,동구,159,14.0,2.8,59.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2620,영도구,159,13.5,2.9,63.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2623,부산진구,159,13.6,2.9,62.6,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2626,동래구,159,13.9,2.8,61.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2629,남구,159,13.8,2.9,62.6,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2632,북구,296,10.8,2.0,82.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2635,해운대구,159,13.0,2.9,66.6,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2638,사하구,159,13.5,2.9,62.5,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2641,금정구,159,12.9,3.0,66.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2644,강서구,296,10.7,2.0,83.5,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2647,연제구,159,13.8,2.9,61.8,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2650,수영구,159,14.0,2.8,59.8,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2653,사상구,296,12.0,2.2,74.4,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T03:00:00,busan,2671,기장군,159,12.5,3.0,69.4,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2611,중구,159,14.3,2.5,43.9,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2614,서구,159,12.9,2.6,52.6,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2617,동구,159,13.8,2.5,45.9,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2620,영도구,159,13.3,2.6,49.3,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2623,부산진구,159,13.4,2.6,48.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2626,동래구,159,13.7,2.6,47.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2629,남구,159,13.6,2.6,48.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2632,북구,296,10.4,1.5,69.5,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2635,해운대구,159,12.8,2.7,52.8,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2638,사하구,159,13.3,2.6,48.6,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2641,금정구,159,12.7,2.7,52.9,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2644,강서구,296,10.3,1.5,70.3,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2647,연제구,159,13.6,2.6,48.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2650,수영구,159,13.8,2.5,46.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2653,사상구,296,11.7,1.8,61.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T04:00:00,busan,2671,기장군,159,12.3,2.7,55.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2611,중구,159,14.2,2.5,60.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2614,서구,159,12.8,2.6,69.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2617,동구,159,13.7,2.5,62.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2620,영도구,159,13.2,2.6,65.7,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2623,부산진구,159,13.3,2.6,65.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2626,동래구,159,13.6,2.6,63.5,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2629,남구,159,13.5,2.6,65.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2632,북구,296,10.1,1.4,86.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2635,해운대구,159,12.7,2.6,69.3,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2638,사하구,159,13.2,2.6,65.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2641,금정구,159,12.6,2.7,69.4,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2644,강서구,296,10.0,1.5,86.8,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2647,연제구,159,13.5,2.6,64.3,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2650,수영구,159,13.7,2.5,62.4,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2653,사상구,296,11.4,1.7,77.5,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T05:00:00,busan,2671,기장군,159,12.2,2.7,72.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2611,중구,159,13.8,2.5,54.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2614,서구,159,12.4,2.6,62.9,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2617,동구,159,13.3,2.5,56.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2620,영도구,159,12.8,2.6,59.5,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2623,부산진구,159,12.9,2.6,59.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2626,동래구,159,13.2,2.6,57.4,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2629,남구,159,13.1,2.6,59.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2632,북구,296,9.6,1.5,80.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2635,해운대구,159,12.3,2.6,63.1,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2638,사하구,159,12.8,2.6,58.9,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2641,금정구,159,12.2,2.7,63.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2644,강서구,296,9.5,1.5,81.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2647,연제구,159,13.1,2.6,58.2,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2650,수영구,159,13.3,2.5,56.3,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2653,사상구,296,10.9,1.7,71.6,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T06:00:00,busan,2671,기장군,159,11.8,2.7,66.0,0.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2611,중구,159,13.9,2.2,44.6,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2614,서구,159,12.5,2.3,53.5,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2617,동구,159,13.4,2.2,46.6,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2620,영도구,159,12.9,2.3,50.1,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2623,부산진구,159,13.0,2.3,49.6,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2626,동래구,159,13.3,2.3,48.0,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2629,남구,159,13.2,2.3,49.6,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2632,북구,296,9.8,1.2,70.8,4.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2635,해운대구,159,12.4,2.3,53.7,3.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2638,사하구,159,12.9,2.3,49.5,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2641,금정구,159,12.3,2.4,53.8,3.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2644,강서구,296,9.7,1.3,71.6,4.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2647,연제구,159,13.2,2.3,48.8,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2650,수영구,159,13.4,2.2,46.8,3.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2653,사상구,296,11.1,1.5,62.2,4.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T07:00:00,busan,2671,기장군,159,11.9,2.4,56.6,3.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2611,중구,159,15.5,2.3,57.7,44.9,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2614,서구,159,14.1,2.4,66.6,43.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2617,동구,159,15.0,2.3,59.7,44.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2620,영도구,159,14.5,2.4,63.2,44.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2623,부산진구,159,14.6,2.4,62.7,44.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2626,동래구,159,14.9,2.4,61.1,44.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2629,남구,159,14.8,2.4,62.7,44.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2632,북구,296,12.3,1.5,81.0,44.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2635,해운대구,159,14.0,2.4,66.8,43.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2638,사하구,159,14.5,2.4,62.6,44.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2641,금정구,159,13.9,2.5,66.9,43.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2644,강서구,296,12.2,1.6,81.8,44.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2647,연제구,159,14.8,2.4,61.9,44.3,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2650,수영구,159,15.0,2.3,59.9,44.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2653,사상구,296,13.3,1.8,73.3,44.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T08:00:00,busan,2671,기장군,159,13.5,2.5,69.7,43.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2611,중구,159,17.9,3.4,46.0,170.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2614,서구,159,16.5,3.5,55.0,165.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2617,동구,159,17.4,3.4,48.1,168.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2620,영도구,159,16.9,3.5,51.6,166.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2623,부산진구,159,17.0,3.5,51.0,167.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2626,동래구,159,17.3,3.4,49.4,168.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2629,남구,159,17.2,3.4,51.0,167.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2632,북구,296,15.7,2.5,63.4,175.9,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2635,해운대구,159,16.4,3.6,55.2,164.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2638,사하구,159,16.9,3.5,50.9,167.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2641,금정구,159,16.3,3.6,55.3,164.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2644,강서구,296,15.6,2.5,64.2,175.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2647,연제구,159,17.2,3.4,50.2,167.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2650,수영구,159,17.4,3.4,48.3,168.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2653,사상구,296,16.4,2.8,57.5,174.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T09:00:00,busan,2671,기장군,159,15.9,3.6,58.1,163.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2611,중구,159,20.1,3.8,43.1,387.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2614,서구,159,18.7,3.9,51.9,376.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2617,동구,159,19.6,3.8,45.1,384.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2620,영도구,159,19.1,3.9,48.5,379.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2623,부산진구,159,19.2,3.9,48.0,380.8,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2626,동래구,159,19.5,3.8,46.4,382.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2629,남구,159,19.4,3.8,48.0,381.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2632,북구,296,18.1,3.1,58.0,375.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2635,해운대구,159,18.6,3.9,52.1,375.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2638,사하구,159,19.1,3.9,47.9,380.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2641,금정구,159,18.5,4.0,52.2,375.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2644,강서구,296,18.0,3.1,58.8,374.3,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2647,연제구,159,19.4,3.9,47.2,381.9,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2650,수영구,159,19.6,3.8,45.3,384.2,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2653,사상구,296,18.8,3.3,52.8,379.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T10:00:00,busan,2671,기장군,159,18.1,4.0,55.0,371.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2611,중구,159,21.6,4.5,49.9,658.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2614,서구,159,20.2,4.6,58.6,639.3,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2617,동구,159,21.1,4.5,51.9,652.9,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2620,영도구,159,20.6,4.6,55.3,645.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2623,부산진구,159,20.7,4.6,54.7,647.1,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2626,동래구,159,21.0,4.5,53.2,650.3,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2629,남구,159,20.9,4.5,54.7,647.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2632,북구,296,20.3,3.8,60.9,664.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2635,해운대구,159,20.1,4.7,58.8,638.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2638,사하구,159,20.6,4.6,54.6,646.4,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2641,금정구,159,20.0,4.7,58.9,637.3,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2644,강서구,296,20.2,3.8,61.6,663.3,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2647,연제구,159,20.9,4.5,54.0,649.0,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2650,수영구,159,21.1,4.5,52.1,652.9,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2653,사상구,296,20.8,4.0,56.9,664.6,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T11:00:00,busan,2671,기장군,159,19.6,4.7,61.7,631.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2611,중구,159,21.5,4.6,40.4,762.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2614,서구,159,20.1,4.8,49.0,740.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2617,동구,159,21.0,4.7,42.4,756.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2620,영도구,159,20.5,4.8,45.8,747.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2623,부산진구,159,20.6,4.8,45.2,749.7,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2626,동래구,159,20.9,4.7,43.7,753.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
2026-04-18T12:00:00,busan,2629,남구,159,20.8,4.7,45.2,750.5,forecast,KMA 부산 시예보 + 구별 실측 편차 보정
